y_true,p0,p1,prediction,correct
0,0.9485154747962952,0.05148455873131752,0,1
0,0.9712770581245422,0.028722964227199554,0,1
0,0.9870920181274414,0.012907988391816616,0,1
0,0.9961416125297546,0.0038583846762776375,0,1
0,0.9735976457595825,0.02640235610306263,0,1
0,0.7036754488945007,0.29632458090782166,0,1
0,0.39007440209388733,0.6099255681037903,1,0
0,0.8064712285995483,0.19352874159812927,0,1
0,0.6320053935050964,0.36799463629722595,0,1
0,0.989592432975769,0.010407498106360435,0,1
1,0.2580726444721222,0.7419273853302002,1,1
1,0.2726806402206421,0.7273193001747131,1,1
1,0.01399180106818676,0.9860082268714905,1,1
0,0.9689028859138489,0.03109709732234478,0,1
0,0.7073681950569153,0.2926318347454071,0,1
0,0.9880191683769226,0.011980843730270863,0,1
0,0.8498204350471497,0.15017952024936676,0,1
1,0.8197023272514343,0.18029770255088806,0,0
0,0.7460322380065918,0.2539677917957306,0,1
0,0.9849980473518372,0.015001918189227581,0,1
0,0.9847676157951355,0.015232376754283905,0,1
0,0.9882060885429382,0.011793892830610275,0,1
0,0.7219933867454529,0.2780066132545471,0,1
0,0.9496661424636841,0.0503338947892189,0,1
0,0.9787564277648926,0.021243644878268242,0,1
0,0.33377793431282043,0.666222095489502,1,0
1,0.3412686586380005,0.6587313413619995,1,1
0,0.9356807470321655,0.06431922316551208,0,1
1,0.6410145163536072,0.3589855432510376,0,0
0,0.6395332217216492,0.36046668887138367,0,1
0,0.8715620040893555,0.12843799591064453,0,1
0,0.9410579800605774,0.0589420422911644,0,1
0,0.9235514998435974,0.0764484703540802,0,1
0,0.9338464140892029,0.06615357100963593,0,1
0,0.9958230257034302,0.004176932852715254,0,1
0,0.7216578125953674,0.27834218740463257,0,1
0,0.9774194955825806,0.02258051186800003,0,1
1,0.08003293722867966,0.919966995716095,1,1
0,0.9958230257034302,0.004176932852715254,0,1
0,0.7682278156280518,0.23177224397659302,0,1
0,0.9796897172927856,0.02031021937727928,0,1
0,0.9212938547134399,0.07870617508888245,0,1
0,0.989838719367981,0.01016122754663229,0,1
1,0.760172963142395,0.23982706665992737,0,0
1,0.14947056770324707,0.8505294919013977,1,1
1,0.46275457739830017,0.537245512008667,1,1
0,0.9287071824073792,0.07129279524087906,0,1
0,0.71122807264328,0.2887718677520752,0,1
0,0.9860525131225586,0.013947537168860435,0,1
0,0.9675949811935425,0.032405026257038116,0,1
0,0.9678419828414917,0.032158032059669495,0,1
0,0.674583911895752,0.32541608810424805,0,1
0,0.8456345200538635,0.15436552464962006,0,1
0,0.987033486366272,0.012966504320502281,0,1
1,0.10206464678049088,0.8979353308677673,1,1
0,0.8439590930938721,0.15604089200496674,0,1
0,0.9729942679405212,0.02700565941631794,0,1
0,0.5537927746772766,0.4462072551250458,0,1
0,0.9881409406661987,0.011859104037284851,0,1
0,0.9891058802604675,0.010894129052758217,0,1
1,0.8007723093032837,0.1992276906967163,0,0
0,0.9958194494247437,0.004180500283837318,0,1
0,0.9847726821899414,0.015227269381284714,0,1
0,0.7656099796295166,0.2343900501728058,0,1
1,0.8864930272102356,0.113506980240345,0,0
0,0.9690616130828857,0.030938364565372467,0,1
0,0.9808346629142761,0.019165368750691414,0,1
1,0.41364574432373047,0.5863542556762695,1,1
1,0.0637601837515831,0.9362398386001587,1,1
1,0.8811831474304199,0.11881684511899948,0,0
0,0.9530813097953796,0.04691871255636215,0,1
0,0.8802309632301331,0.11976906657218933,0,1
0,0.7005389332771301,0.2994609773159027,0,1
1,0.039880767464637756,0.9601192474365234,1,1
0,0.6176418662071228,0.3823581635951996,0,1
0,0.9250167608261108,0.07498322427272797,0,1
1,0.23630395531654358,0.763696014881134,1,1
0,0.9855784177780151,0.014421585947275162,0,1
0,0.9759150743484497,0.024084903299808502,0,1
0,0.989838719367981,0.01016122754663229,0,1
0,0.6487836837768555,0.3512163460254669,0,1
0,0.9867520332336426,0.01324800681322813,0,1
0,0.7326272130012512,0.2673727571964264,0,1
1,0.01775793544948101,0.9822421073913574,1,1
0,0.9132080078125,0.0867919921875,0,1
1,0.8464690446853638,0.1535310000181198,0,0
1,0.985557496547699,0.01444253046065569,0,0
1,0.6141946911811829,0.38580527901649475,0,0
0,0.7588592171669006,0.24114076793193817,0,1
1,0.6192272901535034,0.38077273964881897,0,0
1,0.01874578930437565,0.9812542200088501,1,1
0,0.919756293296814,0.08024364709854126,0,1
0,0.9579223990440369,0.04207761958241463,0,1
0,0.9489774703979492,0.051022522151470184,0,1
0,0.9898990988731384,0.01010093279182911,0,1
0,0.987558901309967,0.012441020458936691,0,1
0,0.9940750598907471,0.005924858618527651,0,1
0,0.8863803744316101,0.11361969262361526,0,1
0,0.8711872696876526,0.1288127452135086,0,1
1,0.9530026912689209,0.04699736088514328,0,0
0,0.8647667169570923,0.13523326814174652,0,1
0,0.8706451654434204,0.129354789853096,0,1
0,0.8453004956245422,0.15469951927661896,0,1
1,0.19107447564601898,0.8089255690574646,1,1
0,0.8129565715789795,0.1870434284210205,0,1
0,0.8475046753883362,0.15249532461166382,0,1
0,0.8810160756111145,0.11898385733366013,0,1
0,0.9812177419662476,0.018782269209623337,0,1
0,0.7967559695243835,0.20324403047561646,0,1
1,0.1784534454345703,0.8215465545654297,1,1
1,0.4773053824901581,0.5226946473121643,1,1
1,0.481004536151886,0.518995463848114,1,1
1,0.21288783848285675,0.7871121168136597,1,1
0,0.9467920660972595,0.0532078854739666,0,1
0,0.9908590912818909,0.00914089661091566,0,1
0,0.867276668548584,0.13272331655025482,0,1
1,0.9339872002601624,0.06601284444332123,0,0
0,0.8244945406913757,0.17550542950630188,0,1
0,0.9871199131011963,0.012880143709480762,0,1
1,0.6568107604980469,0.34318920969963074,0,0
1,0.1405903846025467,0.8594096302986145,1,1
1,0.34072181582450867,0.659278154373169,1,1
0,0.8589046001434326,0.1410953551530838,0,1
0,0.9477370381355286,0.05226299166679382,0,1
1,0.3646872341632843,0.6353127360343933,1,1
0,0.7682303190231323,0.23176968097686768,0,1
0,0.9891294240951538,0.010870580561459064,0,1
0,0.8898134827613831,0.11018653959035873,0,1
1,0.608197033405304,0.39180296659469604,0,0
0,0.5468459129333496,0.453154057264328,0,1
0,0.7398746609687805,0.2601253390312195,0,1
0,0.9487393498420715,0.05126066133379936,0,1
0,0.7837907075881958,0.2162092924118042,0,1
0,0.9231499433517456,0.07685007154941559,0,1
1,0.2679313123226166,0.732068657875061,1,1
0,0.9827579855918884,0.017241952940821648,0,1
1,0.8727214336395264,0.12727853655815125,0,0
0,0.9601042866706848,0.03989573195576668,0,1
0,0.8873478174209595,0.11265219002962112,0,1
0,0.9828346967697144,0.01716526597738266,0,1
1,0.43327608704566956,0.5667239427566528,1,1
1,0.35794082283973694,0.6420592069625854,1,1
0,0.9899399876594543,0.010059944353997707,0,1
0,0.9131336212158203,0.0868663564324379,0,1
0,0.9601380228996277,0.039861999452114105,0,1
0,0.6941390633583069,0.3058609366416931,0,1
1,0.12410418689250946,0.8758957982063293,1,1
1,0.07374067604541779,0.9262592792510986,1,1
0,0.909737765789032,0.09026223421096802,0,1
1,0.19292844831943512,0.8070715665817261,1,1
1,0.6970533132553101,0.30294665694236755,0,0
0,0.4460314214229584,0.5539685487747192,1,0
0,0.9748660326004028,0.02513396181166172,0,1
0,0.9311829209327698,0.06881710886955261,0,1
1,0.10316679626703262,0.8968331813812256,1,1
1,0.06377814710140228,0.9362218976020813,1,1
1,0.2746192216873169,0.7253807783126831,1,1
0,0.9778553247451782,0.022144731134176254,0,1
0,0.6974359750747681,0.30256402492523193,0,1
1,0.5994784235954285,0.40052154660224915,0,0
1,0.29784443974494934,0.7021555304527283,1,1
0,0.8234940767288208,0.17650596797466278,0,1
0,0.9789568781852722,0.021043086424469948,0,1
0,0.8897861838340759,0.11021381616592407,0,1
0,0.9919736385345459,0.00802643597126007,0,1
0,0.9494223594665527,0.05057768523693085,0,1
0,0.37068620324134827,0.6293137669563293,1,0
0,0.9897510409355164,0.010248974896967411,0,1
1,0.4836583733558655,0.5163416266441345,1,1
1,0.4276999235153198,0.5723000168800354,1,1
0,0.902298629283905,0.09770135581493378,0,1
0,0.959331750869751,0.04066826030611992,0,1
0,0.9168352484703064,0.08316472172737122,0,1
1,0.215574249625206,0.7844257354736328,1,1
0,0.9866926074028015,0.013307341374456882,0,1
0,0.9958230257034302,0.004176932852715254,0,1
0,0.7716519236564636,0.228348046541214,0,1
0,0.91635662317276,0.08364339172840118,0,1
0,0.6796588897705078,0.3203411400318146,0,1
0,0.8636154532432556,0.13638447225093842,0,1
1,0.856631338596344,0.14336861670017242,0,0
0,0.9768953323364258,0.023104693740606308,0,1
0,0.8626141548156738,0.13738581538200378,0,1
1,0.5429685115814209,0.4570314586162567,0,0
0,0.6233597993850708,0.3766402304172516,0,1
1,0.6493890285491943,0.35061097145080566,0,0
0,0.9862507581710815,0.013749250210821629,0,1
0,0.9877749681472778,0.012225055135786533,0,1
1,0.21646824479103088,0.7835317254066467,1,1
0,0.9261959791183472,0.07380398362874985,0,1
0,0.9828716516494751,0.017128389328718185,0,1
0,0.9428060054779053,0.05719402804970741,0,1
1,0.20853599905967712,0.7914639711380005,1,1
0,0.9130344390869141,0.08696559071540833,0,1
0,0.9931174516677856,0.006882535293698311,0,1
0,0.9868818521499634,0.013118122704327106,0,1
0,0.9841217994689941,0.015878217294812202,0,1
0,0.9856658577919006,0.014334146864712238,0,1
1,0.14233040809631348,0.8576695919036865,1,1
0,0.9496257305145264,0.05037429928779602,0,1
0,0.9898607730865479,0.010139241814613342,0,1
0,0.9852871894836426,0.014712859876453876,0,1
0,0.8212500214576721,0.17874997854232788,0,1
0,0.9759719967842102,0.024028010666370392,0,1
0,0.8873478174209595,0.11265219002962112,0,1
0,0.9130344390869141,0.08696559071540833,0,1
1,0.26762744784355164,0.732372522354126,1,1
0,0.8632456064224243,0.13675446808338165,0,1
0,0.8627843260765076,0.13721567392349243,0,1
0,0.8611378073692322,0.13886219263076782,0,1
1,0.3292757570743561,0.6707242727279663,1,1
1,0.6962747573852539,0.30372530221939087,0,0
1,0.8021597266197205,0.19784022867679596,0,0
1,0.12519893050193787,0.8748011589050293,1,1
1,0.02958640828728676,0.9704135656356812,1,1
1,0.5885786414146423,0.4114212691783905,0,0
0,0.8873478174209595,0.11265219002962112,0,1
0,0.9962447285652161,0.0037552316207438707,0,1
1,0.6954874396324158,0.30451256036758423,0,0
0,0.9898324012756348,0.01016753539443016,0,1
0,0.7541164755821228,0.24588343501091003,0,1
0,0.834658145904541,0.16534185409545898,0,1
0,0.9689685702323914,0.031031440943479538,0,1
0,0.9690616130828857,0.030938364565372467,0,1
0,0.9901037812232971,0.009896203875541687,0,1
0,0.8889148831367493,0.11108505725860596,0,1
0,0.9858604669570923,0.014139573089778423,0,1
0,0.9865400195121765,0.013459965586662292,0,1
0,0.9898131489753723,0.01018686592578888,0,1
0,0.7612767815589905,0.23872315883636475,0,1
0,0.9860813617706299,0.013918658718466759,0,1
0,0.9695737957954407,0.030426179990172386,0,1
0,0.9027521014213562,0.09724793583154678,0,1
0,0.8884831070899963,0.11151687055826187,0,1
0,0.8812453746795654,0.11875467747449875,0,1
0,0.9892210364341736,0.01077895238995552,0,1
0,0.9895513653755188,0.010448635555803776,0,1
1,0.2859933078289032,0.7140066623687744,1,1
0,0.7002766728401184,0.2997233271598816,0,1
0,0.8853476643562317,0.11465233564376831,0,1
0,0.9957577586174011,0.004242221359163523,0,1
0,0.8716781139373779,0.12832190096378326,0,1
0,0.9916813969612122,0.008318598382174969,0,1
0,0.9602643251419067,0.03973570466041565,0,1
0,0.9603566527366638,0.03964334726333618,0,1
1,0.39138439297676086,0.6086155772209167,1,1
0,0.8802306652069092,0.11976934224367142,0,1
1,0.9264684915542603,0.07353146374225616,0,0
0,0.9480911493301392,0.051908910274505615,0,1
1,0.25692492723464966,0.7430750727653503,1,1
1,0.41449591517448425,0.5855040550231934,1,1
0,0.9449161291122437,0.05508384853601456,0,1
0,0.9871199131011963,0.012880143709480762,0,1
1,0.015658238902688026,0.9843418002128601,1,1
0,0.8812453746795654,0.11875467747449875,0,1
1,0.31995928287506104,0.6800407767295837,1,1
1,0.09014725685119629,0.9098526835441589,1,1
0,0.9348195791244507,0.06518043577671051,0,1
0,0.9424580335617065,0.05754195153713226,0,1
0,0.9780314564704895,0.021968571469187737,0,1
0,0.9540418982505798,0.04595813900232315,0,1
0,0.9922260046005249,0.007774000987410545,0,1
1,0.41605833172798157,0.583941638469696,1,1
0,0.8813585042953491,0.11864154040813446,0,1
0,0.9958113431930542,0.004188659135252237,0,1
0,0.9250167608261108,0.07498322427272797,0,1
0,0.7445151805877686,0.25548481941223145,0,1
0,0.7937501072883606,0.2062499225139618,0,1
1,0.18898707628250122,0.811012864112854,1,1
1,0.5262707471847534,0.47372928261756897,0,0
0,0.9895703792572021,0.010429651476442814,0,1
0,0.9898607730865479,0.010139241814613342,0,1
0,0.8865465521812439,0.11345349997282028,0,1
0,0.8804051876068115,0.11959484219551086,0,1
0,0.5230695009231567,0.4769304394721985,0,1
0,0.714388370513916,0.285611629486084,0,1
0,0.8244945406913757,0.17550542950630188,0,1
1,0.2544674575328827,0.7455325722694397,1,1
0,0.9040271639823914,0.09597285091876984,0,1
1,0.6599214673042297,0.34007856249809265,0,0
0,0.9289429783821106,0.07105701416730881,0,1
0,0.9811754822731018,0.01882450096309185,0,1
0,0.9939536452293396,0.006046315189450979,0,1
0,0.9958230257034302,0.004176932852715254,0,1
0,0.9936633110046387,0.006336696911603212,0,1
1,0.0853385478258133,0.9146614670753479,1,1
0,0.9913764595985413,0.008623517118394375,0,1
0,0.9289429783821106,0.07105701416730881,0,1
1,0.990705668926239,0.009294364601373672,0,0
1,0.08740299195051193,0.9125970005989075,1,1
0,0.9241960644721985,0.0758039802312851,0,1
0,0.8044160008430481,0.19558393955230713,0,1
0,0.9785445332527161,0.021455494686961174,0,1
1,0.8014199137687683,0.19858014583587646,0,0
1,0.46275457739830017,0.537245512008667,1,1
0,0.9957776069641113,0.004222413524985313,0,1
0,0.9962310194969177,0.0037689965683966875,0,1
0,0.7969183325767517,0.2030816525220871,0,1
0,0.9829514622688293,0.017048530280590057,0,1
0,0.9908183217048645,0.00918160006403923,0,1
1,0.6006081104278564,0.39939191937446594,0,0
0,0.7668281197547913,0.23317186534404755,0,1
0,0.9856540560722351,0.01434597559273243,0,1
0,0.7406977415084839,0.2593022584915161,0,1
1,0.8592360615730286,0.1407639980316162,0,0
0,0.9283028841018677,0.07169710844755173,0,1
0,0.9830996990203857,0.01690024882555008,0,1
0,0.9837805032730103,0.016219472512602806,0,1
0,0.9933009147644043,0.006699076388031244,0,1
0,0.9930102229118347,0.006989697925746441,0,1
0,0.732191264629364,0.2678087055683136,0,1
0,0.9534578323364258,0.046542175114154816,0,1
0,0.9758487939834595,0.024151168763637543,0,1
1,0.8613992929458618,0.13860070705413818,0,0
0,0.9129075407981873,0.08709248900413513,0,1
1,0.04713587835431099,0.9528641104698181,1,1
0,0.6213778853416443,0.37862202525138855,0,1
0,0.92399001121521,0.07600990682840347,0,1
0,0.952253520488739,0.04774647206068039,0,1
1,0.017782896757125854,0.9822170734405518,1,1
1,0.2005927413702011,0.7994072437286377,1,1
0,0.986832857131958,0.013167166151106358,0,1
0,0.7756927013397217,0.22430722415447235,0,1
0,0.8539462685585022,0.1460537612438202,0,1
1,0.04324379190802574,0.9567562341690063,1,1
1,0.05442112311720848,0.9455788135528564,1,1
0,0.9431926012039185,0.05680739879608154,0,1
0,0.9932952523231506,0.006704787723720074,0,1
0,0.9320021867752075,0.06799782812595367,0,1
0,0.9128893613815308,0.08711058646440506,0,1
0,0.9198095798492432,0.08019039034843445,0,1
1,0.8485339283943176,0.15146604180335999,0,0
0,0.9886974096298218,0.011302590370178223,0,1
0,0.9817485213279724,0.0182514525949955,0,1
1,0.8272488117218018,0.17275121808052063,0,0
1,0.8221014142036438,0.1778986006975174,0,0
0,0.9221896529197693,0.07781030982732773,0,1
0,0.993499755859375,0.006500317715108395,0,1
0,0.6464238166809082,0.3535761833190918,0,1
0,0.9370706677436829,0.06292931735515594,0,1
0,0.6345457434654236,0.36545422673225403,0,1
0,0.9941562414169312,0.005843757186084986,0,1
1,0.11452393978834152,0.8854760527610779,1,1
0,0.9907696843147278,0.009230312891304493,0,1
0,0.97690749168396,0.0230924841016531,0,1
1,0.05253800377249718,0.9474620223045349,1,1
1,0.5984918475151062,0.401508092880249,0,0
1,0.6454249620437622,0.3545750677585602,0,0
0,0.98678058385849,0.013219425454735756,0,1
1,0.03996708616614342,0.9600328803062439,1,1
0,0.6864223480224609,0.31357768177986145,0,1
1,0.06347084045410156,0.9365291595458984,1,1
0,0.9579475522041321,0.042052384465932846,0,1
0,0.9415470361709595,0.058452896773815155,0,1
0,0.8600844144821167,0.13991554081439972,0,1
0,0.7839316725730896,0.2160683572292328,0,1
0,0.9206811785697937,0.07931879162788391,0,1
0,0.975286066532135,0.02471388876438141,0,1
0,0.9788015484809875,0.02119852602481842,0,1
1,0.029170876368880272,0.9708290696144104,1,1
0,0.9757177233695984,0.024282274767756462,0,1
0,0.9883853197097778,0.01161471288651228,0,1
1,0.10304181277751923,0.8969582319259644,1,1
1,0.8115602135658264,0.18843974173069,0,0
0,0.9945637583732605,0.005436236970126629,0,1
0,0.9806181788444519,0.019381875172257423,0,1
0,0.9666299223899841,0.03337003290653229,0,1
0,0.9248648881912231,0.07513514161109924,0,1
0,0.9958194494247437,0.004180500283837318,0,1
0,0.9123436808586121,0.08765626698732376,0,1
0,0.7293162941932678,0.2706836462020874,0,1
0,0.9691290855407715,0.03087087906897068,0,1
0,0.9874153733253479,0.012584629468619823,0,1
1,0.0813995897769928,0.9186003804206848,1,1
0,0.9784852862358093,0.021514680236577988,0,1
1,0.257487952709198,0.7425119876861572,1,1
0,0.9927583932876587,0.007241534069180489,0,1
1,0.07208005338907242,0.9279199838638306,1,1
1,0.01775793544948101,0.9822421073913574,1,1
0,0.9241267442703247,0.07587326318025589,0,1
0,0.9675525426864624,0.03244743496179581,0,1
0,0.9235433340072632,0.07645668089389801,0,1
0,0.9930619597434998,0.006938066333532333,0,1
0,0.9477370381355286,0.05226299166679382,0,1
0,0.7697957158088684,0.2302042692899704,0,1
0,0.9957776069641113,0.004222413524985313,0,1
0,0.10251279175281525,0.8974871635437012,1,0
0,0.7099902033805847,0.29000985622406006,0,1
1,0.2659538984298706,0.7340460419654846,1,1
0,0.8191335797309875,0.18086640536785126,0,1
0,0.987558901309967,0.012441020458936691,0,1
1,0.07602200657129288,0.9239780306816101,1,1
0,0.6954047679901123,0.3045952022075653,0,1
0,0.9932911396026611,0.006708827801048756,0,1
0,0.6748414039611816,0.32515862584114075,0,1
0,0.7931557297706604,0.2068442553281784,0,1
0,0.9943994879722595,0.005600510630756617,0,1
0,0.7746148109436035,0.22538523375988007,0,1
1,0.8873478174209595,0.11265219002962112,0,0
0,0.6205453872680664,0.3794546127319336,0,1
0,0.2825371026992798,0.7174628973007202,1,0
0,0.9164817929267883,0.08351824432611465,0,1
0,0.9914597272872925,0.008540308102965355,0,1
1,0.17376609146595,0.8262338638305664,1,1
0,0.7004384398460388,0.29956158995628357,0,1
1,0.886258065700531,0.11374195665121078,0,0
0,0.9898104667663574,0.010189583525061607,0,1
0,0.989838719367981,0.01016122754663229,0,1
1,0.04430362954735756,0.9556964039802551,1,1
0,0.9160022139549255,0.08399776369333267,0,1
0,0.7312186360359192,0.2687814235687256,0,1
0,0.9964248538017273,0.0035750889219343662,0,1
0,0.7951558828353882,0.20484420657157898,0,1
1,0.03563455119729042,0.9643654227256775,1,1
0,0.3896382451057434,0.6103617548942566,1,0
0,0.19502730667591095,0.8049727082252502,1,0
0,0.9742386937141418,0.025761276483535767,0,1
1,0.7783229947090149,0.2216770052909851,0,0
0,0.9603566527366638,0.03964334726333618,0,1
0,0.7965534329414368,0.20344653725624084,0,1
1,0.560304582118988,0.43969541788101196,0,0
0,0.9937141537666321,0.006285814102739096,0,1
1,0.4183696508407593,0.5816303491592407,1,1
1,0.09004007279872894,0.9099598526954651,1,1
1,0.4120531976222992,0.5879468321800232,1,1
0,0.5527926683425903,0.44720733165740967,0,1
0,0.7515941262245178,0.24840593338012695,0,1
0,0.8145390748977661,0.1854609251022339,0,1
0,0.8292860388755798,0.17071400582790375,0,1
0,0.993016242980957,0.0069837504997849464,0,1
0,0.989584743976593,0.010415202006697655,0,1
1,0.795350968837738,0.20464903116226196,0,0
0,0.7600311040878296,0.23996882140636444,0,1
0,0.8406557440757751,0.15934421122074127,0,1
0,0.8979955315589905,0.1020045205950737,0,1
0,0.9425860047340393,0.05741405859589577,0,1
1,0.8270885348320007,0.17291153967380524,0,0
0,0.8487476110458374,0.1512523889541626,0,1
1,0.23163068294525146,0.7683693170547485,1,1
0,0.1428505778312683,0.8571494817733765,1,0
1,0.049765583127737045,0.9502344727516174,1,1
0,0.7873102426528931,0.21268980205059052,0,1
0,0.8367979526519775,0.16320207715034485,0,1
0,0.8615767955780029,0.1384231597185135,0,1
0,0.8626141548156738,0.13738581538200378,0,1
0,0.987655758857727,0.012344260700047016,0,1
1,0.025848902761936188,0.974151074886322,1,1
0,0.9224802255630493,0.07751981168985367,0,1
1,0.7515988349914551,0.2484012246131897,0,0
0,0.9116970300674438,0.08830296993255615,0,1
0,0.6675686836242676,0.33243128657341003,0,1
0,0.9831152558326721,0.01688467338681221,0,1
0,0.9853745698928833,0.014625467360019684,0,1
1,0.11109986156225204,0.8889002203941345,1,1
0,0.9888182282447815,0.011181704699993134,0,1
0,0.9890991449356079,0.010900887660682201,0,1
1,0.8566098213195801,0.14339014887809753,0,0
0,0.6669078469276428,0.33309218287467957,0,1
0,0.8812453746795654,0.11875467747449875,0,1
0,0.9837520122528076,0.016247952356934547,0,1
0,0.9880014061927795,0.011998654343187809,0,1
0,0.8141790628433228,0.18582095205783844,0,1
0,0.7728934288024902,0.22710654139518738,0,1
0,0.8669031858444214,0.1330968141555786,0,1
0,0.8463426232337952,0.15365739166736603,0,1
0,0.956601619720459,0.04339832812547684,0,1
1,0.6536486744880676,0.3463513255119324,0,0
1,0.07352519780397415,0.9264748096466064,1,1
0,0.7749820351600647,0.22501792013645172,0,1
0,0.9964721202850342,0.0035278694704174995,0,1
0,0.7596058249473572,0.2403942346572876,0,1
1,0.5585350394248962,0.441464900970459,0,0
0,0.7804722189903259,0.21952781081199646,0,1
0,0.9791929721832275,0.020807044580578804,0,1
0,0.6863012909889221,0.3136986792087555,0,1
0,0.9398118257522583,0.0601881742477417,0,1
0,0.6908213496208191,0.3091786503791809,0,1
0,0.32344484329223633,0.6765551567077637,1,0
0,0.9887961149215698,0.011203854344785213,0,1
0,0.9753178954124451,0.024682119488716125,0,1
0,0.975658118724823,0.024341851472854614,0,1
0,0.43178150057792664,0.5682185292243958,1,0
0,0.6213778853416443,0.37862202525138855,0,1
0,0.9001997709274292,0.0998002290725708,0,1
0,0.9907315373420715,0.00926847755908966,0,1
1,0.674583911895752,0.32541608810424805,0,0
1,0.568221390247345,0.43177860975265503,0,0
0,0.867276668548584,0.13272331655025482,0,1
0,0.9541361927986145,0.045863788574934006,0,1
0,0.8065140247344971,0.19348597526550293,0,1
1,0.6239285469055176,0.3760714530944824,0,0
1,0.271597683429718,0.7284023761749268,1,1
1,0.18996937572956085,0.8100305795669556,1,1
0,0.7303184866905212,0.26968151330947876,0,1
0,0.9949619770050049,0.0050380639731884,0,1
1,0.014091470278799534,0.985908567905426,1,1
0,0.7856869101524353,0.21431303024291992,0,1
0,0.9350971579551697,0.0649028792977333,0,1
1,0.01775793544948101,0.9822421073913574,1,1
0,0.9736555218696594,0.026344502344727516,0,1
0,0.8996546864509583,0.10034528374671936,0,1
0,0.9772419929504395,0.022758042439818382,0,1
1,0.5496041774749756,0.4503958225250244,0,0
1,0.829038679599762,0.17096127569675446,0,0
1,0.17233212292194366,0.8276678919792175,1,1
1,0.17881090939044952,0.8211891651153564,1,1
0,0.8724452257156372,0.1275547444820404,0,1
1,0.10222599655389786,0.8977739810943604,1,1
0,0.9891294240951538,0.010870580561459064,0,1
0,0.898848295211792,0.10115163773298264,0,1
0,0.8187232613563538,0.18127679824829102,0,1
0,0.8790251016616821,0.12097485363483429,0,1
0,0.8851820230484009,0.11481792479753494,0,1
1,0.5387953519821167,0.4612046480178833,0,0
1,0.11014724522829056,0.88985276222229,1,1
0,0.9871199131011963,0.012880143709480762,0,1
0,0.9744523167610168,0.025547625496983528,0,1
0,0.9830789566040039,0.016921034082770348,0,1
0,0.5320422053337097,0.46795782446861267,0,1
1,0.06377814710140228,0.9362218976020813,1,1
0,0.9238327145576477,0.07616730034351349,0,1
0,0.794853150844574,0.20514683425426483,0,1
0,0.9883975386619568,0.011602429673075676,0,1
1,0.7629553079605103,0.23704469203948975,0,0
1,0.6239285469055176,0.3760714530944824,0,0
1,0.6400166749954224,0.35998332500457764,0,0
0,0.6233597993850708,0.3766402304172516,0,1
0,0.9934936165809631,0.006506411824375391,0,1
0,0.9882897138595581,0.011710247956216335,0,1
0,0.9946519136428833,0.0053480323404073715,0,1
0,0.9960259199142456,0.003974064253270626,0,1
0,0.9865025281906128,0.013497398234903812,0,1
0,0.42449259757995605,0.575507402420044,1,0
0,0.9264684915542603,0.07353146374225616,0,1
0,0.7307420969009399,0.26925793290138245,0,1
0,0.9248970150947571,0.07510297000408173,0,1
1,0.6683450937271118,0.33165493607521057,0,0
1,0.07336509227752686,0.9266349077224731,1,1
0,0.9887871146202087,0.011212875135242939,0,1
0,0.9888182282447815,0.011181704699993134,0,1
0,0.9682619571685791,0.031738050282001495,0,1
0,0.9118058085441589,0.08819422870874405,0,1
0,0.9250167608261108,0.07498322427272797,0,1
0,0.9116970300674438,0.08830296993255615,0,1
0,0.8389791250228882,0.16102086007595062,0,1
0,0.9910448789596558,0.008955162949860096,0,1
0,0.9413893222808838,0.05861074849963188,0,1
0,0.9709822535514832,0.029017770662903786,0,1
1,0.9676112532615662,0.03238873928785324,0,0
0,0.9234327673912048,0.07656725496053696,0,1
1,0.15651927888393402,0.8434807062149048,1,1
0,0.9817990660667419,0.018200961872935295,0,1
0,0.9116970300674438,0.08830296993255615,0,1
0,0.9527832865715027,0.04721672087907791,0,1
1,0.8865465521812439,0.11345349997282028,0,0
1,0.17397978901863098,0.8260202407836914,1,1
0,0.6683934926986694,0.33160653710365295,0,1
0,0.7951875925064087,0.20481239259243011,0,1
0,0.9895638823509216,0.010436125099658966,0,1
0,0.8623546361923218,0.13764533400535583,0,1
1,0.7969183325767517,0.2030816525220871,0,0
1,0.7720664143562317,0.22793364524841309,0,0
0,0.9842733144760132,0.01572675071656704,0,1
0,0.8873478174209595,0.11265219002962112,0,1
0,0.988808810710907,0.01119119394570589,0,1
1,0.0773238018155098,0.9226762652397156,1,1
0,0.8627002239227295,0.13729973137378693,0,1
0,0.8501350283622742,0.14986492693424225,0,1
0,0.9828716516494751,0.017128389328718185,0,1
0,0.9865400195121765,0.013459965586662292,0,1
0,0.9896854162216187,0.010314571671187878,0,1
0,0.8873478174209595,0.11265219002962112,0,1
0,0.9917027354240417,0.008297310210764408,0,1
1,0.06061222776770592,0.9393877983093262,1,1
0,0.9256108999252319,0.07438907027244568,0,1
0,0.7682739496231079,0.23172610998153687,0,1
0,0.9164817929267883,0.08351824432611465,0,1
1,0.11762156337499619,0.8823784589767456,1,1
1,0.3363930284976959,0.6636070013046265,1,1
0,0.9796850085258484,0.020314950495958328,0,1
0,0.8485339283943176,0.15146604180335999,0,1
0,0.5244975686073303,0.4755024313926697,0,1
0,0.7290797233581543,0.2709203362464905,0,1
0,0.9958194494247437,0.004180500283837318,0,1
0,0.7312186360359192,0.2687814235687256,0,1
